route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
R41,N2305-VATCo-Weekday-99,4017904-N2305-VATCo-Weekday-99,"Northampton via Holyoke C.C., Easthampton",0,426368,R410061,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017905-N2305-VATCo-Weekday-99-1000000,"Northampton via Holyoke C.C., Easthampton",0,426367,R410061,1,1
R41,N2305-VATCo-Weekday-99,4017906-N2305-VATCo-Weekday-99,"Northampton via Holyoke C.C., Easthampton",0,426369,R410061,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017907-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426367,R410061,1,1
R41,N2305-VATCo-Weekday-99,4017908-N2305-VATCo-Weekday-99,"Northampton via Holyoke C.C., Easthampton",0,426369,R410061,1,1
R41,N2305-VATCo-Weekday-99,4017909-N2305-VATCo-Weekday-99,"Northampton via Holyoke C.C., Easthampton",0,426368,R410061,1,1
R41,N2305-VATCo-Weekday-99,4017910-N2305-VATCo-Weekday-99,"Holyoke Mall via Easthampton",1,426368,R410062,1,1
R41,N2305-VATCo-Weekday-99,4017911-N2305-VATCo-Weekday-99,"Holyoke Mall via Easthampton",1,426369,R410062,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017912-N2305-VATCo-Weekday-99-1000000,"Holyoke Mall via Easthampton",1,426367,R410062,1,1
R41,N2305-VATCo-Weekday-99,4017913-N2305-VATCo-Weekday-99,"Holyoke Mall via Easthampton",1,426368,R410062,1,1
R41,N2305-VATCo-Weekday-99,4017914-N2305-VATCo-Weekday-99,"Holyoke Mall via Easthampton",1,426369,R410062,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017915-N2305-VATCo-Weekday-99-1000000,"Holyoke Mall via Easthampton",1,426367,R410062,1,1
R41,N2305-VATCo-Weekday-99,4017916-N2305-VATCo-Weekday-99,"Holyoke Mall via Easthampton",1,426368,R410062,1,1
R41,N2305-VATCo-Weekday-99,4017917-N2305-VATCo-Weekday-99,"Holyoke Mall via Easthampton",1,426369,R410062,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017918-N2305-VATCo-Weekday-99-1000000,"Holyoke Mall via Easthampton",1,426367,R410062,1,1
R41,N2305-VATCo-Weekday-99,4017919-N2305-VATCo-Weekday-99,"Holyoke Mall via Easthampton",1,426368,R410062,1,1
R41,N2305-VATCo-Weekday-99,4017920-N2305-VATCo-Weekday-99,"Holyoke Mall via Easthampton",1,426369,R410062,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017921-N2305-VATCo-Weekday-99-1000000,"Holyoke Mall via Easthampton",1,426367,R410062,1,1
R41,N2305-VATCo-Weekday-99,4017922-N2305-VATCo-Weekday-99,"Northampton via Holyoke C.C., Easthampton",0,426368,R410061,1,1
R41,N2305-VATCo-Weekday-99,4017923-N2305-VATCo-Weekday-99,"Northampton via Holyoke C.C., Easthampton",0,426369,R410061,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017924-N2305-VATCo-Weekday-99-1000000,"Northampton via Holyoke C.C., Easthampton",0,426367,R410061,1,1
R41,N2305-VATCo-Weekday-99,4017925-N2305-VATCo-Weekday-99,"Northampton via Holyoke C.C., Easthampton",0,426368,R410061,1,1
R41,N2305-VATCo-Weekday-99,4017926-N2305-VATCo-Weekday-99,"Northampton via Holyoke C.C., Easthampton",0,426369,R410061,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017927-N2305-VATCo-Weekday-99-1000000,"Northampton via Holyoke C.C., Easthampton",0,426367,R410061,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017928-N2305-VATCo-Weekday-99-1000000,"Northampton via Holyoke C.C., Easthampton",0,426367,R410061,1,1
R41,N2305-VATCo-Weekday-99-1000000,4017929-N2305-VATCo-Weekday-99-1000000,"Holyoke Mall via Easthampton",1,426367,R410062,1,1
R44,N2305-VATCo-Weekday-99,4017930-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426368,R440484,1,1
R42,N2305-VATCo-Weekday-99,4017931-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426368,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017932-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426368,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017933-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426369,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017934-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426369,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017935-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426368,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017936-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426369,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017937-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426369,R420105,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017938-N2305-VATCo-Weekday-99-1000000,"Williamsburg via V.A. Hospital",0,426367,R420105,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017939-N2305-VATCo-Weekday-99-1000000,"Williamsburg via V.A. Hospital",0,426367,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017940-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426368,R420103,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017941-N2305-VATCo-Weekday-99-1000000,"Williamsburg via V.A. Hospital",0,426367,R420105,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017942-N2305-VATCo-Weekday-99-1000000,"Williamsburg via V.A. Hospital",0,426367,R420105,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017943-N2305-VATCo-Weekday-99-1000000,"Williamsburg via V.A. Hospital",0,426367,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017945-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426369,R420105,1,1
R42,N2305-VATCo-Weekday-99,4017946-N2305-VATCo-Weekday-99,"Northampton to Holyoke Mall",1,426368,R420104,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017947-N2305-VATCo-Weekday-99-1000000,"Northampton",1,426367,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017948-N2305-VATCo-Weekday-99,"Northampton",1,426369,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017949-N2305-VATCo-Weekday-99,"Northampton",1,426368,R420104,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017950-N2305-VATCo-Weekday-99-1000000,"Northampton to Holyoke Mall",1,426367,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017951-N2305-VATCo-Weekday-99,"Northampton to Holyoke Mall",1,426369,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017952-N2305-VATCo-Weekday-99,"Northampton to Holyoke Mall",1,426368,R420104,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017953-N2305-VATCo-Weekday-99-1000000,"Northampton to Holyoke Mall",1,426367,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017954-N2305-VATCo-Weekday-99,"Northampton to Holyoke Mall",1,426369,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017955-N2305-VATCo-Weekday-99,"Northampton to Holyoke Mall",1,426368,R420104,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017956-N2305-VATCo-Weekday-99-1000000,"Northampton to Holyoke Mall",1,426367,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017957-N2305-VATCo-Weekday-99,"Northampton to Holyoke Mall",1,426369,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017958-N2305-VATCo-Weekday-99,"Northampton to Holyoke Mall",1,426368,R420104,1,1
R42,N2305-VATCo-Weekday-99-1000000,4017959-N2305-VATCo-Weekday-99-1000000,"Northampton to Holyoke Mall",1,426367,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017960-N2305-VATCo-Weekday-99,"Northampton to Holyoke Mall",1,426369,R420104,1,1
R42,N2305-VATCo-Weekday-99,4017961-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426368,R420113,1,1
R42,N2305-VATCo-Weekday-99,4017962-N2305-VATCo-Weekday-99,"Williamsburg via V.A. Hospital",0,426368,R420107,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017968-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480047,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017970-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017971-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480047,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017972-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017973-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480047,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017974-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017975-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480057,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017976-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017977-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480057,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017978-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480047,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017979-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017980-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017981-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480047,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017982-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017983-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480047,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017984-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480057,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017985-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017986-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017987-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480047,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017988-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017989-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480057,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017990-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480057,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017991-N2305-VATCo-Weekday-99-0111100,"Holyoke Trans. Ctr. via Rt. 5",1,426362,B480047,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017992-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017993-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
B48,N2305-VATCo-Weekday-99-0111100,4017994-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426362,B480048,1,1
R44,N2305-VATCo-Weekday-99,4017997-N2305-VATCo-Weekday-99,"Smith College",0,426371,R440514,1,1
B43,N2305-VATCo-Weekday-99,4017998-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426371,B430176,1,1
R44,N2305-VATCo-Weekday-99,4018000-N2305-VATCo-Weekday-99,"Smith College",0,426370,R440514,1,1
B43,N2305-VATCo-Weekday-99,4018001-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426370,B430176,1,1
B43,N2305-VATCo-Weekday-99,4018002-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426371,B430186,1,1
B43,N2305-VATCo-Weekday-99,4018003-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426371,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018004-N2305-VATCo-Weekday-99,"Northampton",1,426370,B430186,1,1
B43,N2305-VATCo-Weekday-99,4018005-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426370,B430176,1,1
B43,N2305-VATCo-Weekday-99,4018007-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426371,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018008-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426371,B430185,1,1
R44,N2305-VATCo-Weekday-99,4018009-N2305-VATCo-Weekday-99,"Industrial Drive",1,426371,R440513,1,1
B43,N2305-VATCo-Weekday-99,4018010-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426371,B430178,1,1
R44,N2305-VATCo-Weekday-99,4018013-N2305-VATCo-Weekday-99,"Industrial Drive",1,426370,R440513,1,1
R44,N2305-VATCo-Weekday-99,4018014-N2305-VATCo-Weekday-99,"Smith College",0,426372,R440514,1,1
B43,N2305-VATCo-Weekday-99,4018015-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426372,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018016-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426372,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018017-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426370,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018018-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426372,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018019-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426370,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018020-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426372,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018021-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426372,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018022-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426370,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018023-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426372,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018024-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426372,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018025-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426370,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018026-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426372,B430185,1,1
R44,N2305-VATCo-Weekday-99,4018028-N2305-VATCo-Weekday-99,"Industrial Drive",1,426372,R440513,1,1
R44,N2305-VATCo-Weekday-99-0011000,4018030-N2305-VATCo-Weekday-99-0011000,"Industrial Drive",1,426363,R440512,1,1
R44,N2305-VATCo-Weekday-99-0011000,4018031-N2305-VATCo-Weekday-99-0011000,"Smith College",0,426363,R440511,1,1
B43,N2305-VATCo-Weekday-99-0011000,4018032-N2305-VATCo-Weekday-99-0011000,"Amherst College via UMass",0,426363,B430185,1,1
B43,N2305-VATCo-Weekday-99-0011000,4018033-N2305-VATCo-Weekday-99-0011000,"Northampton via Hampshire Mall",1,426363,B430178,1,1
B43,N2305-VATCo-Weekday-99-0011000,4018034-N2305-VATCo-Weekday-99-0011000,"Northampton via Hampshire Mall",1,426363,B430178,1,1
B43,N2305-VATCo-Weekday-99-0011000,4018035-N2305-VATCo-Weekday-99-0011000,"Amherst College via UMass",0,426363,B430185,1,1
R44,N2305-VATCo-Weekday-99,4018038-N2305-VATCo-Weekday-99,"Smith College",0,426373,R440514,1,1
B43,N2305-VATCo-Weekday-99,4018039-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426373,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018040-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426373,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018041-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426373,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018042-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426373,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018043-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426373,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018044-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426373,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018045-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426373,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018046-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426373,B430185,1,1
R44,N2305-VATCo-Weekday-99,4018047-N2305-VATCo-Weekday-99,"Industrial Drive",1,426373,R440513,1,1
R44,N2305-VATCo-Weekday-99,4018048-N2305-VATCo-Weekday-99,"Industrial Drive",1,426364,R440513,1,1
B43,N2305-VATCo-Weekday-99,4018049-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426364,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018050-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426364,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018051-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426364,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018052-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426364,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018054-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426364,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018055-N2305-VATCo-Weekday-99,"Northampton via Hampshire Mall",1,426364,B430178,1,1
B43,N2305-VATCo-Weekday-99,4018056-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426364,B430185,1,1
R44,N2305-VATCo-Weekday-99,4018058-N2305-VATCo-Weekday-99,"Smith College",0,426364,R440514,1,1
B43,N2305-VATCo-Weekday-99,4018059-N2305-VATCo-Weekday-99,"Amherst College via UMass",0,426364,B430185,1,1
B43,N2305-VATCo-Weekday-99,4018060-N2305-VATCo-Weekday-99,"Northampton",1,426370,B430186,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018061-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018063-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018064-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018065-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018066-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018067-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018068-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018069-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018070-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018071-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018072-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018073-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018074-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018075-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018076-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018077-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018078-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018079-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018080-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018081-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018082-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018083-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018084-N2305-VATCo-Weekday-99-1000000,"Holyoke Trans. Ctr. via Rt. 5",1,426365,B480057,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018085-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018086-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
B48,N2305-VATCo-Weekday-99-1000000,4018087-N2305-VATCo-Weekday-99-1000000,"Northampton",0,426365,B480048,1,1
R44,N2305-VATCo-Weekday-99-1100000,4018090-N2305-VATCo-Weekday-99-1100000,"Industrial Drive",1,426366,R440512,1,1
B43,N2305-VATCo-Weekday-99-1100000,4018091-N2305-VATCo-Weekday-99-1100000,"Northampton via Hampshire Mall",1,426366,B430178,1,1
B43,N2305-VATCo-Weekday-99-1100000,4018092-N2305-VATCo-Weekday-99-1100000,"Amherst College via UMass",0,426366,B430185,1,1
R44,N2305-VATCo-Weekday-99-1100000,4018093-N2305-VATCo-Weekday-99-1100000,"Smith College",0,426366,R440511,1,1
B43,N2305-VATCo-Weekday-99-1100000,4018094-N2305-VATCo-Weekday-99-1100000,"Northampton via Hampshire Mall",1,426366,B430178,1,1
B43,N2305-VATCo-Weekday-99-1100000,4018095-N2305-VATCo-Weekday-99-1100000,"Amherst College via UMass",0,426366,B430185,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018099-N2305-VATCo-Weekday-99-0111100,"Holyoke Mall via Easthampton",1,426374,R410067,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018100-N2305-VATCo-Weekday-99-0111100,"Northampton via Holyoke C.C., Easthampton",0,426374,R410061,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018101-N2305-VATCo-Weekday-99-0111100,"Williamsburg via V.A. Hospital",0,426374,R420113,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018102-N2305-VATCo-Weekday-99-0111100,"Northampton to Holyoke Mall",1,426374,R420104,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018103-N2305-VATCo-Weekday-99-0111100,"Holyoke Mall via Easthampton",1,426374,R410067,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018104-N2305-VATCo-Weekday-99-0111100,"Northampton via Holyoke C.C., Easthampton",0,426374,R410061,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018105-N2305-VATCo-Weekday-99-0111100,"Williamsburg via V.A. Hospital",0,426374,R420113,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018106-N2305-VATCo-Weekday-99-0111100,"Northampton to Holyoke Mall",1,426374,R420104,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018107-N2305-VATCo-Weekday-99-0111100,"Holyoke Mall via Easthampton",1,426374,R410067,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018108-N2305-VATCo-Weekday-99-0111100,"Northampton via Holyoke C.C., Easthampton",0,426374,R410061,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018109-N2305-VATCo-Weekday-99-0111100,"Williamsburg via V.A. Hospital",0,426374,R420113,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018110-N2305-VATCo-Weekday-99-0111100,"Northampton to Holyoke Mall",1,426374,R420104,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018111-N2305-VATCo-Weekday-99-0111100,"Northampton via Holyoke C.C., Easthampton",0,426374,R410061,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018112-N2305-VATCo-Weekday-99-0111100,"Holyoke Mall via Easthampton",1,426374,R410067,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018113-N2305-VATCo-Weekday-99-0111100,"Northampton to Holyoke Mall",1,426374,R420104,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018114-N2305-VATCo-Weekday-99-0111100,"Williamsburg via V.A. Hospital",0,426374,R420113,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018115-N2305-VATCo-Weekday-99-0111100,"Williamsburg via V.A. Hospital",0,426374,R420113,1,1
R42,N2305-VATCo-Weekday-99-0111100,4018116-N2305-VATCo-Weekday-99-0111100,"Northampton",1,426374,R420104,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018117-N2305-VATCo-Weekday-99-0111100,"Northampton",0,426374,R410061,1,1
R41,N2305-VATCo-Weekday-99-0111100,4018118-N2305-VATCo-Weekday-99-0111100,"Holyoke Mall via Easthampton",1,426374,R410067,1,1
R44,N2305-VATCo-Weekday-99-0001000,4018120-N2305-VATCo-Weekday-99-0001000,"Florence Center via King Street / Hampshire Plaza",0,426377,R440454,1,1
R44,N2305-VATCo-Weekday-99-0010000,4018123-N2305-VATCo-Weekday-99-0010000,"Florence Center via King Street / Hampshire Plaza",0,426378,R440454,1,1
R44,N2305-VATCo-Weekday-99-1110000,4018124-N2305-VATCo-Weekday-99-1110000,"Florence Center via Correctional Facility / Florence Hts",1,426380,R440452,1,1
R44,N2305-VATCo-Weekday-99-0001000,4018125-N2305-VATCo-Weekday-99-0001000,"Florence Center via Correctional Facility / Florence Hts",1,426381,R440452,1,1
R44,N2305-VATCo-Weekday-99-0000100,4018127-N2305-VATCo-Weekday-99-0000100,"Florence Center via Correctional Facility / Florence Hts",1,426379,R440452,1,1
R44,N2305-VATCo-Weekday-99-0001000,4018130-N2305-VATCo-Weekday-99-0001000,"Northampton Center via Florence Hts / Correctional Facility",0,426377,R440451,1,1
