stopid,lat,lon
1406,42.10585,-72.64274
1407,42.1056,-72.65941
1408,42.10556,-72.65803
1409,42.10596,-72.62005
1411,42.10583,-72.62665
1412,42.10543,-72.661
1413,42.10581,-72.58064
1414,42.10542,-72.65678
1416,42.10599,-72.59146
1417,42.10634,-72.55824
1418,42.10567,-72.57379
1419,42.10587,-72.56821
1421,42.10591,-72.55837
1423,42.10576,-72.57376
1424,42.10581,-72.55977
1426,42.10574,-72.55986
1427,42.10497,-72.64105
1428,42.10514,-72.6198
1429,42.10564,-72.56125
1431,42.10469,-72.66346
1432,42.10491,-72.62983
1433,42.10452,-72.66484
1434,42.10555,-72.56135
1436,42.10441,-72.67254
1437,42.10485,-72.61409
1438,42.10468,-72.64072
1439,42.10433,-72.67537
1440,42.10541,-72.56326
1441,42.10441,-72.66973
1442,42.10487,-72.62962
1443,42.1049,-72.61393
1444,42.10419,-72.67617
1445,42.10514,-72.58203
1446,42.10526,-72.56454
1447,42.10422,-72.66966
1448,42.10422,-72.66676
1449,42.10517,-72.56457
1451,42.10491,-72.56753
1452,42.10482,-72.56761
1453,42.10401,-72.63368
1454,42.10468,-72.58241
1455,42.1048,-72.57236
1456,42.10373,-72.63453
1457,42.10409,-72.58905
1458,42.10357,-72.63614
1463,42.10374,-72.61243
1464,42.10366,-72.61209
1466,42.10389,-72.59267
1467,42.10368,-72.59263
1470,42.10428,-72.57175
1474,42.10327,-72.5918
1475,42.10322,-72.58952
1476,42.10285,-72.61097
1477,42.10268,-72.61043
1478,42.10355,-72.57044
1479,42.10283,-72.58502
1480,42.10263,-72.56925
1481,42.10248,-72.59003
1483,42.10053,-72.56619
1484,42.102,-72.60908
1487,42.10202,-72.58247
1488,42.1018,-72.60883
1492,42.10157,-72.56772
1494,42.1016,-72.58186
1495,42.10149,-72.58826
1496,42.10169,-72.56772
1498,42.10138,-72.58136
1499,42.10101,-72.56672
1500,42.10028,-72.60563
1501,42.10041,-72.60605
1503,42.10037,-72.58609
1504,42.10005,-72.57967
1505,42.10017,-72.58599
1506,42.09998,-72.57923
1507,42.0999,-72.56508
1508,42.09978,-72.57633
1509,42.0992,-72.63434
1511,42.09965,-72.57647
1512,42.09964,-72.57506
1513,42.09883,-72.63497
1514,42.09958,-72.57469
1515,42.0992,-72.60391
1516,42.09943,-72.58471
1518,42.09872,-72.63545
1520,42.09908,-72.57318
1521,42.09923,-72.57336
1522,42.0984,-72.63271
1524,42.09841,-72.60275
1528,42.09845,-72.60304
1529,42.0983,-72.58348
1530,42.09859,-72.58359
1531,42.09831,-72.5707
1532,42.09827,-72.56402
1534,42.09783,-72.60216
1537,42.09801,-72.56945
1538,42.09803,-72.56978
1539,42.09723,-72.63532
1540,42.09701,-72.63222
1542,42.0975,-72.58276
1543,42.09694,-72.63212
1544,42.09694,-72.59929
1545,42.09708,-72.58221
1546,42.09716,-72.56659
1547,42.0972,-72.56422
1548,42.0968,-72.59922
1549,42.09712,-72.56661
1551,42.09687,-72.56552
1552,42.09629,-72.60685
1554,42.09663,-72.56203
1555,42.09655,-72.56229
1557,42.09583,-72.63198
1559,42.09555,-72.63391
1560,42.096,-72.56079
1561,42.09611,-72.56081
1562,42.09593,-72.58174
1565,42.09564,-72.5815
1566,42.09627,-72.50298
1567,42.09621,-72.5
1570,42.09607,-72.5045
1571,42.09549,-72.60508
1573,42.09453,-72.6346
1576,42.09443,-72.61465
1577,42.09561,-72.50899
1578,42.09449,-72.61394
1579,42.09419,-72.63509
1580,42.09413,-72.63132
1581,42.0947,-72.55905
1582,42.09446,-72.5811
1584,42.09468,-72.55882
1585,42.0943,-72.58118
1586,42.09396,-72.61608
1587,42.09389,-72.61582
1588,42.09483,-72.51004
1589,42.09476,-72.5096
1591,42.0947,-72.51375
1593,42.09466,-72.51462
1594,42.09432,-72.50826
1595,42.09334,-72.61808
1597,42.0943,-72.50842
1599,42.09323,-72.61798
1600,42.0936,-72.58079
1601,42.09304,-72.63093
1602,42.09368,-72.57159
1603,42.09368,-72.5537
1604,42.09372,-72.55391
1606,42.09305,-72.61931
1608,42.09359,-72.55281
1609,42.09351,-72.55204
1610,42.0934,-72.55545
1612,42.0938,-72.50589
1613,42.09368,-72.55743
1614,42.0933,-72.56921
1615,42.09349,-72.56913
1616,42.09333,-72.55715
1617,42.09333,-72.55641
1619,42.09372,-72.5059
1620,42.09265,-72.62123
1621,42.09325,-72.55642
1622,42.09336,-72.52217
1623,42.09283,-72.57452
1624,42.09297,-72.55861
1625,42.09292,-72.55852
1627,42.09271,-72.57062
1628,42.09275,-72.56749
1629,42.09217,-72.57511
1630,42.09268,-72.56036
1631,42.09187,-72.63711
1632,42.09266,-72.56659
1633,42.093,-72.52077
1635,42.09254,-72.57119
1636,42.09262,-72.5603
1640,42.09243,-72.56199
1641,42.09234,-72.56211
1642,42.09226,-72.56487
1643,42.09173,-72.62358
1644,42.09262,-72.52493
1646,42.09218,-72.56498
1648,42.09186,-72.62364
1649,42.09253,-72.52259
1650,42.09199,-72.56799
1651,42.09186,-72.56775
1652,42.09201,-72.58028
1653,42.09189,-72.57246
1654,42.09225,-72.52676
1655,42.09172,-72.57972
1656,42.09179,-72.57538
1657,42.09131,-72.62483
1658,42.09192,-72.55505
1659,42.09172,-72.57255
1660,42.09207,-72.52768
1661,42.09385,-72.50063
1662,42.09129,-72.49893
1663,42.09185,-72.52526
1664,42.09178,-72.52919
1665,42.09135,-72.5735
1666,42.09066,-72.63802
1667,42.09122,-72.57351
1668,42.09115,-72.554
1669,42.09035,-72.6295
1670,42.09068,-72.57721
1671,42.09074,-72.57778
1672,42.09104,-72.53309
1673,42.0909,-72.55379
1674,42.09078,-72.56675
1675,42.09107,-72.53025
1676,42.09068,-72.56635
1678,42.09071,-72.53407
1679,42.08955,-72.63869
1680,42.08947,-72.63882
1681,42.09016,-72.5651
1682,42.09039,-72.53664
1683,42.09008,-72.56525
1684,42.09014,-72.55276
1685,42.09012,-72.55259
1686,42.09004,-72.53759
1687,42.08969,-72.57542
1688,42.08963,-72.57561
1689,42.08971,-72.56328
1690,42.08996,-72.53886
1691,42.08971,-72.53932
1692,42.0894,-72.57682
1694,42.08955,-72.54092
1695,42.08905,-72.57382
1696,42.08925,-72.56208
1697,42.08939,-72.54109
1698,42.08919,-72.57366
1699,42.08902,-72.57643
1700,42.08878,-72.5718
1701,42.08885,-72.55084
1702,42.0889,-72.54425
1703,42.08859,-72.57127
1704,42.08874,-72.55083
1705,42.08842,-72.57626
1706,42.08866,-72.54477
1707,42.08841,-72.56036
1708,42.08824,-72.5759
1709,42.08832,-72.56008
1710,42.08809,-72.56863
1711,42.08817,-72.56852
1712,42.08824,-72.54767
1713,42.08718,-72.64083
1715,42.08796,-72.54919
1716,42.08791,-72.54859
1717,42.08746,-72.56522
1718,42.08745,-72.56461
1719,42.08747,-72.55916
1720,42.08729,-72.55879
1721,42.08739,-72.54898
1722,42.08734,-72.55236
1723,42.08734,-72.54878
1725,42.08717,-72.55244
1726,42.08698,-72.55423
1727,42.08697,-72.562
1728,42.08665,-72.57515
1729,42.08663,-72.5749
1730,42.08667,-72.56102
1733,42.08665,-72.55509
1734,42.08709,-72.50285
1735,42.08644,-72.55805
1736,42.08682,-72.55828
1737,42.08636,-72.55928
1738,42.08636,-72.55752
1739,42.08542,-72.64302
1740,42.08625,-72.54728
1741,42.08599,-72.55718
1743,42.08512,-72.64328
1744,42.08641,-72.50481
1745,42.08632,-72.50427
1746,42.08587,-72.55747
1747,42.08588,-72.55594
1748,42.0858,-72.54682
1749,42.08567,-72.56092
1750,42.08559,-72.55498
1751,42.08553,-72.56074
1752,42.08562,-72.54637
1753,42.08529,-72.55273
1754,42.08516,-72.56281
1755,42.08521,-72.55306
1756,42.0851,-72.56387
1757,42.08511,-72.55168
1758,42.08484,-72.56517
1759,42.08398,-72.64484
1760,42.08487,-72.55644
1761,42.08486,-72.55102
1762,42.08483,-72.55624
1763,42.08491,-72.55057
1764,42.08449,-72.57428
1765,42.08457,-72.56582
1766,42.08443,-72.56728
1767,42.08357,-72.64523
1768,42.08442,-72.54795
1769,42.08432,-72.54811
1770,42.08393,-72.56915
1771,42.08402,-72.54434
1772,42.08398,-72.54412
1773,42.08376,-72.55518
1774,42.08351,-72.572
1775,42.08376,-72.54444
1776,42.08347,-72.57141
1777,42.08369,-72.54466
1778,42.08361,-72.55517
1779,42.08337,-72.57369
1780,42.08315,-72.57313
1782,42.0823,-72.64694
1783,42.08202,-72.64717
1785,42.08243,-72.54218
1786,42.0823,-72.55477
1787,42.08114,-72.64845
1788,42.08197,-72.5546
1789,42.08227,-72.5417
1790,42.08085,-72.64865
1791,42.08181,-72.5407
1792,42.08018,-72.64969
1793,42.08118,-72.54001
1794,42.08103,-72.53929
1795,42.08104,-72.5399
1796,42.07999,-72.6498
1797,42.08057,-72.53798
1798,42.08022,-72.53693
1799,42.07997,-72.55428
1800,42.08009,-72.53491
1801,42.0789,-72.65137
1802,42.07984,-72.53372
1803,42.07968,-72.55435
1804,42.07868,-72.65151
1805,42.07981,-72.52742
1806,42.07888,-72.61933
1807,42.07945,-72.53185
1808,42.07928,-72.53161
1809,42.0779,-72.65266
1810,42.0786,-72.53962
1811,42.0779,-72.55395
1812,42.07781,-72.52715
1813,42.07748,-72.554
1814,42.07746,-72.53911
1815,42.07639,-72.6545
1816,42.07741,-72.53919
1818,42.07609,-72.65502
1819,42.07697,-72.55375
1820,42.07522,-72.65616
1821,42.07471,-72.65667
1824,42.07414,-72.65741
1825,42.07499,-72.53884
1826,42.07493,-72.53873
1829,42.07296,-72.65911
1831,42.07283,-72.61466
1832,42.07326,-72.53859
1833,42.07221,-72.61484
1834,42.07328,-72.5385
1837,42.07066,-72.6785
1838,42.07082,-72.53813
1841,42.07032,-72.53786
1842,42.06877,-72.66709
1844,42.06838,-72.67009
1845,42.06918,-72.55484
1846,42.06836,-72.61548
1847,42.06813,-72.61565
1849,42.06729,-72.67517
1850,42.06732,-72.67459
1851,42.0684,-72.55371
1852,42.06703,-72.67732
1853,42.0669,-72.67808
1856,42.06762,-72.53857
1857,42.06714,-72.53895
1858,42.06703,-72.55232
1859,42.06473,-72.57924
1862,42.06402,-72.55158
1863,42.06239,-72.69242
1867,42.06236,-72.57925
1871,42.0599,-72.57987
1873,42.05919,-72.66026
1875,42.05786,-72.58048
1876,42.05705,-72.58101
1877,42.05675,-72.58092
1878,42.05548,-72.58167
1879,42.05441,-72.65867
1880,42.05491,-72.58163
1882,42.05414,-72.53358
1883,42.05401,-72.58212
1884,42.0505,-72.53241
1886,42.05065,-72.58302
1887,42.05015,-72.58294
1889,42.04536,-72.58401
1890,42.04416,-72.5842
1892,42.04182,-72.58427
1893,42.03926,-72.5842
1894,42.03976,-72.584
1896,42.03149,-72.58196
1897,42.03297,-72.58241
1898,42.03283,-72.58219
1899,42.0282,-72.58147
1900,42.02676,-72.58245
1901,42.02657,-72.58249
1902,42.02539,-72.58349
1903,42.02486,-72.58372
1904,42.17588,-72.64842
1905,42.10914,-72.60081
1906,42.1079,-72.59953
1907,42.10779,-72.59908
1908,42.10696,-72.5986
1909,42.10625,-72.59725
1913,42.10815,-72.59355
1914,42.10835,-72.59359
1915,42.10899,-72.59285
1916,42.1099,-72.59382
1917,42.10891,-72.59232
1918,42.10925,-72.59202
1919,42.11081,-72.59228
1920,42.10868,-72.59554
1921,42.10515,-72.59066
1922,42.10482,-72.59158
1997,42.15715,-72.58422
1998,42.1538,-72.58461
2000,42.32613,-72.53029
2001,42.3261,-72.5304
2470,42.32169,-72.53351
2471,42.32178,-72.53346
2780,42.28308,-72.40537
2781,42.28302,-72.40553
4173,42.32038,-72.63448
4371,42.20435,-72.60273
5000,42.065,-72.57624
5001,42.06494,-72.57354
5002,42.06568,-72.56684
5003,42.06554,-72.56682
5004,42.06535,-72.55325
5040,42.25286,-72.5778
5041,42.25087,-72.57904
5042,42.24505,-72.58049
5043,42.23237,-72.58507
5044,42.22873,-72.58704
5053,42.18287,-72.66603
5054,42.17866,-72.68564
5055,42.17935,-72.70632
5057,42.1752,-72.72722
5058,42.16932,-72.72677
5059,42.16225,-72.72634
5060,42.14922,-72.72806
5061,42.14335,-72.73208
5062,42.13585,-72.73933
5063,42.13053,-72.7452
5091,42.13012,-72.74436
5101,42.10613,-72.59442
5102,42.10602,-72.59455
5103,42.1059,-72.59471
5104,42.10586,-72.59488
5105,42.106,-72.59471
5106,42.1061,-72.59458
5107,42.10617,-72.5945
5108,42.1062,-72.5948
5109,42.10593,-72.59512
5110,42.10581,-72.59528
5111,42.10567,-72.59546
5112,42.10658,-72.5946
5113,42.10671,-72.59479
5114,42.10683,-72.59496
5115,42.10663,-72.59502
5116,42.10655,-72.59486
5117,42.10645,-72.59463
5800,42.17063,-72.63509
5941,42.17215,-72.63183
6001,42.13566,-72.58431
6002,42.1294,-72.5846
6003,42.11419,-72.58593
6004,42.11321,-72.58699
6005,42.11172,-72.5889
6006,42.11023,-72.59077
6007,42.11132,-72.59213
6008,42.04805,-72.52261
6009,42.10298,-72.58739
6010,42.10836,-72.57604
6011,42.10775,-72.56858
6012,42.10496,-72.56628
6013,42.1054,-72.56263
6014,42.10262,-72.56911
6016,42.10368,-72.58685
6017,42.11041,-72.59042
6018,42.11151,-72.58903
6019,42.11287,-72.58734
6020,42.11441,-72.58566
6021,42.11604,-72.58493
6023,42.13366,-72.58467
6024,42.13851,-72.58269
6026,42.10996,-72.57129
6027,42.11476,-72.61662
6028,42.1148,-72.61469
6029,42.10162,-72.58821
6031,42.08722,-72.50244
6032,42.14809,-72.60298
6040,42.0983,-72.56416
6041,42.21457,-72.59327
6042,42.21471,-72.59418
6043,42.13571,-72.58415
6139,42.31778,-72.63181
6187,42.374941,-72.532596
6188,42.375001,-72.532695
6243,42.09095,-72.57653
6247,42.09123,-72.5759
6260,42.31574,-72.6317
6262,42.30289,-72.62202
6263,42.30419,-72.62217
6266,42.269514,-72.67182
6270,42.269611,-72.67179
6281,42.10765,-72.70385
6282,42.14317,-72.54759
6284,42.12768,-72.58175
6285,42.08406,-72.5467
6288,42.08635,-72.5588
6289,42.10334,-72.59227
6290,42.19523,-72.65297
6302,42.14783,-72.5426
6303,42.14828,-72.54151
6304,42.1502,-72.53706
6305,42.14635,-72.52725
6306,42.14261,-72.52565
6307,42.14387,-72.53659
6308,42.14417,-72.5422
6324,42.12434,-72.61007
6330,42.14175,-72.52607
6350,42.14805,-72.59887
6351,42.14801,-72.59508
6352,42.14799,-72.592
6353,42.15248,-72.5844
6354,42.17298,-72.57483
6371,42.09412,-72.51579
6373,42.08386,-72.57022
6374,42.08499,-72.57422
6375,42.11272,-72.60461
6376,42.11376,-72.60546
6379,42.14515,-72.52139
6380,42.15905,-72.50314
6400,42.1406,-72.49984
6401,42.11433,-72.58044
6402,42.11677,-72.58244
6403,42.11676,-72.58261
6404,42.11389,-72.58016
6406,42.11047,-72.57837
6407,42.11043,-72.57816
6410,42.11213,-72.56249
6411,42.10592,-72.59183
6413,42.12016,-72.75459
6414,42.1191,-72.74159
6415,42.20167,-72.64369
6416,42.18944,-72.64974
6417,42.10185,-72.58401
6420,42.09285,-72.55631
6421,42.09619,-72.6072
6427,42.10145,-72.54905
6428,42.10172,-72.5483
6429,42.09773,-72.55054
6430,42.09753,-72.55075
6431,42.11561,-72.5511
6432,42.11518,-72.55113
6433,42.12313,-72.54933
6434,42.1389,-72.54781
6435,42.12965,-72.54585
6436,42.13219,-72.54618
6437,42.13221,-72.54594
6439,42.11344,-72.54837
6441,42.16338,-72.61894
6442,42.18479,-72.61085
6444,42.19154,-72.60139
6445,42.1903,-72.60278
6446,42.18904,-72.60448
6447,42.18723,-72.60762
6450,42.17183,-72.62335
6452,42.1823,-72.61115
6453,42.18174,-72.61158
6454,42.17892,-72.61354
6457,42.1909,-72.62952
6458,42.15155,-72.63068
6463,42.10768,-72.5466
6464,42.09761,-72.57347
6465,42.09579,-72.57414
6466,42.09673,-72.57363
6467,42.09811,-72.57309
6470,42.217985,-72.6413
6471,42.218202,-72.641306
6473,42.0969,-72.5737
6474,42.10401,-72.54616
6475,42.10783,-72.54676
6476,42.1294,-72.54558
6477,42.12461,-72.54701
6500,42.21071,-72.62059
6501,42.21131,-72.62041
6504,42.14932,-72.58631
6550,42.19871,-72.60844
6551,42.19674,-72.61043
6552,42.19588,-72.61128
6553,42.18853,-72.62353
6554,42.18789,-72.62419
6555,42.1778,-72.63001
6556,42.17659,-72.63036
6557,42.17415,-72.63118
6633,42.157,-72.58398
6801,42.18984,-72.62064
6802,42.13506,-72.73999
6808,42.09178,-72.555
6811,42.20576,-72.60496
6850,42.1568,-72.50628
6860,42.15686,-72.50612
6870,42.14085,-72.57469
6910,42.11257,-72.58027
6950,42.15721,-72.4809
6951,42.15931,-72.48036
6952,42.15931,-72.48001
6953,42.12021,-72.74732
7000,42.31816,-72.63119
7043,42.357903,-72.550119
7442,42.33377,-72.6357
7443,42.33841,-72.64611
7444,42.33844,-72.64197
7445,42.30613,-72.67511
7446,42.3061,-72.67528
7447,42.32377,-72.67686
7481,42.30328,-72.6237
7482,42.21069,-72.60775
7483,42.21428,-72.616958
7484,42.303371,-72.625329
8000,42.35794,-72.48424
8001,42.39376,-72.53301
8002,42.35471,-72.48011
8006,42.46494,-72.58034
8008,42.41275,-72.51427
8010,42.35498,-72.52081
8011,42.35433,-72.52202
8014,42.26148,-72.57267
8015,42.26166,-72.58078
8016,42.29941,-72.602208
8017,42.29921,-72.602526
8018,42.334365,-72.588106
8019,42.334473,-72.588697
8020,42.33757,-72.605839
8022,42.337413,-72.60588
8024,42.41742,-72.52387
8025,42.41717,-72.52689
8110,42.1424,-72.4902
8860,42.13373,-72.52311
8888,42.12278,-72.74932
9000,42.086,-72.50799
9003,42.36853,-72.69361
9004,42.36864,-72.69382
9005,42.11138,-72.59284
9006,42.08597,-72.55874
9007,42.33122,-72.67653
9008,42.3299,-72.67862
9009,42.33355,-72.62941
9011,42.3768,-72.70591
9012,42.33369,-72.6295
9014,42.10768,-72.57784
9016,42.15428,-72.54874
9017,42.18065,-72.51524
9022,42.10209,-72.59127
9023,42.10623,-72.6938
9024,42.10603,-72.6941
9025,42.09909,-72.59518
9026,42.09885,-72.5952
9027,42.13582,-72.61557
9028,42.13553,-72.61581
9029,42.16255,-72.64582
9030,42.16231,-72.64664
9031,42.10908,-72.61392
9032,42.10881,-72.61395
9033,42.16226,-72.63945
9034,42.16213,-72.63921
9037,42.08308,-72.54309
9038,42.10922,-72.60051
9039,42.08699,-72.62843
9040,42.10293,-72.58965
9041,42.13236,-72.59993
9042,42.13233,-72.60027
9043,42.19496,-72.60115
9044,42.1951,-72.6015
9045,42.08113,-72.53919
9047,42.06406,-72.53954
9048,42.0639,-72.53934
9050,42.37396,-72.53154
9051,42.37559,-72.52391
9052,42.37576,-72.52171
9053,42.41517,-72.52984
9054,42.41466,-72.5326
9055,42.41466,-72.53245
9058,42.31537,-72.575919
9059,42.31544,-72.57599
9060,42.14001,-72.5819
9062,42.17833,-72.68637
9080,42.12528,-72.6106
9084,42.05661,-72.5351
9085,42.0563,-72.53496
9086,42.20851,-72.6073
9087,42.20845,-72.60735
9088,42.20839,-72.60741
9089,42.20834,-72.60746
9091,42.21174,-72.59608
9092,42.21194,-72.59618
9095,42.30732,-72.65858
9096,42.20828,-72.60752
9097,42.20823,-72.60757
9098,42.20817,-72.60763
9111,42.28824,-72.60207
9112,42.28875,-72.60188
9113,42.30154,-72.52791
9114,42.30175,-72.52798
9115,42.28057,-72.55793
9116,42.28057,-72.55838
9117,42.46765,-72.58478
9118,42.46757,-72.58493
9119,42.29764,-72.5309
9120,42.09011,-72.62678
9121,42.08989,-72.62674
9122,42.35156,-72.47148
9123,42.35155,-72.47121
9129,42.12526,-72.61587
9130,42.05059,-72.58277
9131,42.06595,-72.5527
9140,42.10688,-72.57887
9141,42.13081,-72.54953
9142,42.13102,-72.54598
9146,42.1308,-72.54707
9150,42.11633,-72.54946
9151,42.11905,-72.54801
9160,42.31673,-72.6316
9161,42.34416,-72.68196
9162,42.28935,-72.660887
9163,42.289235,-72.660737
9164,42.23751,-72.651857
9165,42.237382,-72.651615
9169,42.33731,-72.616939
9170,42.334793,-72.619606
9171,42.38454,-72.53329
9172,42.384722,-72.533126
9180,42.2903,-72.618206
9181,42.29015,-72.61798
9182,42.285211,-72.614886
9183,42.285183,-72.61459
9184,42.06648,-72.5557
9202,42.12543,-72.61392
9203,42.28459,-72.61567
9204,42.28436,-72.61635
9250,42.05983,-72.53764
9310,42.10112,-72.58673
9311,42.10312,-72.58447
9312,42.11014,-72.60136
9315,42.12198,-72.58847
9316,42.10111,-72.58695
9320,42.10963,-72.57341
9322,42.10875,-72.57524
9323,42.11142,-72.59992
9324,42.11366,-72.59685
9326,42.10217,-72.58575
9327,42.10195,-72.58577
9328,42.12526,-72.56717
9329,42.12471,-72.61353
9330,42.09488,-72.55075
9331,42.09479,-72.55099
9441,42.08806,-72.62941
9442,42.08795,-72.62929
9587,42.125,-72.55091
9800,42.12263,-72.77443
9801,42.11942,-72.76325
9901,42.37645,-72.48656
9905,42.21181,-72.591
9906,42.21169,-72.59076
9968,42.15637,-72.47712
9969,42.15475,-72.47255
9970,42.15649,-72.47727
9971,42.15683,-72.48231
9990,42.46997,-72.61526
9993,42.46768,-72.60553
9999,42.41108,-72.53055
10000,42.365602,-72.535557
10001,42.36519,-72.53578
10006,42.01811,-72.58485
10009,42.15443,-72.54905
10010,42.18047,-72.51541
10102,42.12743,-72.6115
11002,42.2157,-72.62942
11003,42.20071,-72.62322
11004,42.18979,-72.60965
11005,42.18981,-72.61007
11010,42.209,-72.60492
11101,42.3761,-72.48114
11115,42.20125,-72.6425
11116,42.20101,-72.64222
11117,42.19792,-72.60923
11120,42.21537,-72.62874
11124,42.19746,-72.60968
11125,42.215243,-72.628826
11142,42.19899,-72.63082
11144,42.20812,-72.6065
11701,42.37166,-72.48001
12601,42.36747,-72.47976
12901,42.36507,-72.48429
13101,42.3633,-72.48833
